source_line	original	nomi_ru	nomi_uz	review_reason
3602	БИОКОН ШАМПУНЬ СИЛА ВОЛОС ЭКСТРАКТ ПИЯВКИ+КОФЕИН 150МЛ	Биокон шампунь Сила Волос Экстракт Пиявки+Кофеин 150 мл	Biokon shampun Sila Volos Ekstrakt Piyavki+Kofein 150 ml	brand_spelling_not_verified
3603	БИОКОН ЭМУЛЬСИЯ ПРОТИВ ЖИРНОГО БЛЕСКА 75МЛ	Биокон Эмульсия Против Жирного Блеска 75 мл	Biokon Emulsiya Protiv Jirnogo Bleska 75 ml	brand_spelling_not_verified
3604	БИОКОНТУР ДЕТСКИЙ  РЫБНЫЙ ЖИР КАПС №100	Биоконтур Детский Рыбный ЖИР капсулы №100	Biokontur Detskiy Ribniy Jir kapsula №100	brand_spelling_not_verified
3605	БИОКОНТУР ДЕТСКИЙ КАПС №100	Биоконтур Детский капсулы №100	Biokontur Detskiy kapsula №100	brand_spelling_not_verified
3606	БИОКОНТУР ДЕТСКИЙ СО ВКУСОМ МАЛИНЫ КАПС №100	Биоконтур Детский СО Вкусом Малины капсулы №100	Biokontur Detskiy So Vkusom Malini kapsula №100	brand_spelling_not_verified
3607	БИОЛАК СИРОП 670МГ/МЛ 200МЛ	Биолак сироп 670 Мг/мл 200 мл	Biolak sirop 670 Mg/ml 200 ml	brand_spelling_not_verified
3608	БИОЛАКТОВИТ НЕО КАПС 800МГ №20	Биолактовит НЕО капсулы 800 мг №20	Biolaktovit Neo kapsula 800 mg №20	brand_spelling_not_verified
3609	БИОЛАКТОН ДЕТСКИЙ САШЕ 1Г №10	Биолактон Детский Саше 1 г №10	Biolakton Detskiy Sashe 1 g №10	brand_spelling_not_verified
3610	БИОЛАКТОН ПРЕБИОТИК КАПС №10	Биолактон Пребиотик капсулы №10	Biolakton Prebiotik kapsula №10	brand_spelling_not_verified
3611	БИОЛЕКТРА МАГНЕЗИУМ ФОРТЕ ТАБ ШИП №10	Биолектра Магнезиум Форте таблетки ШИП №10	Biolektra Magnezium Forte tabletka Ship №10	brand_spelling_not_verified
3612	БИОЛЕКТРА МАГНЕЗИУМ ФОРТИССИМУМ ЛИМОН ТАБ ШИП №10	Биолектра Магнезиум Фортиссимум Лимон таблетки ШИП №10	Biolektra Magnezium Fortissimum Limon tabletka Ship №10	brand_spelling_not_verified
3613	БИОМИД САШЕ 0,8Г №10	Биомид Саше 0,8 г №10	Biomid Sashe 0,8 g №10	brand_spelling_not_verified
3614	БИОМИД+ЦИНК 0,8Г ПАК №10	Биомид+Цинк 0,8 г пакет №10	Biomid+Tsink 0,8 g paket №10	brand_spelling_not_verified
3615	БИОМИД+ЦИНК КАПС 400МГ №10	Биомид+Цинк капсулы 400 мг №10	Biomid+Tsink kapsula 400 mg №10	brand_spelling_not_verified
3616	БИОМОЛ КАПС №30	Биомол капсулы №30	Biomol kapsula №30	brand_spelling_not_verified
3617	БИОМОЛ МАСЛО 50МЛ	Биомол масло 50 мл	Biomol moy 50 ml	brand_spelling_not_verified
3618	БИОНАМБУР КАПС 250МГ №30	Бионамбур капсулы 250 мг №30	Bionambur kapsula 250 mg №30	brand_spelling_not_verified
3619	БИОНОКС ТАБ №30	Бионокс таблетки №30	Bionoks tabletka №30	brand_spelling_not_verified
3620	БИОНОКС ТАБ №70	Бионокс таблетки №70	Bionoks tabletka №70	brand_spelling_not_verified
3621	БИОНОКС ТАБ №80	Бионокс таблетки №80	Bionoks tabletka №80	brand_spelling_not_verified
3622	БИОПАРОКС Р-Р Д/ИНГАЛ 50МГ/10МЛ 400ДОЗ	Биопарокс раствор Д/ингал 50 мг/10 мл 400ДОЗ	Bioparoks eritma D/ingal 50 mg/10 ml 400Doz	brand_spelling_not_verified
3623	БИОПАССИТ СИРОП 100МЛ	Биопассит сироп 100 мл	Biopassit sirop 100 ml	brand_spelling_not_verified
3624	БИОПРОСТ КАПС №30	Биопрост капсулы №30	Bioprost kapsula №30	brand_spelling_not_verified
3625	БИОРАН АМП 75МГ/3МЛ №5	Биоран ампулы 75 мг/3 мл №5	Bioran ampula 75 mg/3 ml №5	brand_spelling_not_verified
3626	БИОРАН ГЕЛЬ 30Г	Биоран гель 30 г	Bioran gel 30 g	brand_spelling_not_verified
3627	БИОРАН РАПИД ТАБ 46,5МГ №20	Биоран Рапид таблетки 46,5 мг №20	Bioran Rapid tabletka 46,5 mg №20	brand_spelling_not_verified
3628	БИОРАН ТАБ 50МГ №100	Биоран таблетки 50 мг №100	Bioran tabletka 50 mg №100	brand_spelling_not_verified
3629	БИОСЕЛАК КАПС ВАГИН №10	Биоселак капсулы Вагин №10	Bioselak kapsula Vagin №10	brand_spelling_not_verified
3630	БИОСЕН ДРОП КАПЛИ 10МЛ	Биосен Дроп капли 10 мл	Biosen Drop tomchi 10 ml	brand_spelling_not_verified
3631	БИОСЕН КАПС №20	Биосен капсулы №20	Biosen kapsula №20	brand_spelling_not_verified
3632	БИОСОФТ СПРЕЙ Д/ИНТИМНЫХ ЗОН 100МЛ	Биософт спрей Д/интимных ЗОН 100 мл	Biosoft sprey D/intimnix Zon 100 ml	brand_spelling_not_verified
3633	БИОСТЕП LADY ГИГИЕН. СР-ВО ДЛЯ УДАЛЕНИЯ ЗАПАХА	Биостеп LADY Гигиен. Ср-во ДЛЯ Удаления Запаха	Biostep LADY Gigien. Sr-vo Dlya Udaleniya Zapaxa	unresolved_abbreviation
3634	БИОСТЕП MAN 50ГР	Биостеп MAN 50ГР	Biostep MAN 50Gr	brand_spelling_not_verified
3635	БИОСТЕП КИДС ГИГЕН. СР-ВО ДЛЯ УДАЛЕНИЯ ЗАПАХА	Биостеп Кидс Гиген. Ср-во ДЛЯ Удаления Запаха	Biostep Kids Gigen. Sr-vo Dlya Udaleniya Zapaxa	unresolved_abbreviation
3636	БИОСТЕП СПОРТ 50ГР	Биостеп Спорт 50ГР	Biostep Sport 50Gr	brand_spelling_not_verified
3637	БИОСТЕП СРЕДСТВО ОТ ПОТА 50Г	Биостеп Средство ОТ Пота 50 г	Biostep Sredstvo Ot Pota 50 g	brand_spelling_not_verified
3638	БИОТАМИН САШЕ 1Г №100	Биотамин Саше 1 г №100	Biotamin Sashe 1 g №100	brand_spelling_not_verified
3639	БИОТЕРОЛ КАПС №10	Биотерол капсулы №10	Bioterol kapsula №10	brand_spelling_not_verified
3640	БИОТИН 21ST CENTURY 10000 МКГ ТАБ №120	Биотин 21ST CENTURY 10000 мкг таблетки №120	Biotin 21ST CENTURY 10000 mkg tabletka №120	brand_spelling_not_verified
3641	БИОТИН 21ST CENTURY 5000 МКГ ТАБ №110	Биотин 21ST CENTURY 5000 мкг таблетки №110	Biotin 21ST CENTURY 5000 mkg tabletka №110	brand_spelling_not_verified
3642	БИОТИН CALIFORNIA GOLD NUTRITION КАПС 10000МКГ №90	Биотин CALIFORNIA GOLD NUTRITION капсулы 10000 мкг №90	Biotin CALIFORNIA GOLD NUTRITION kapsula 10000 mkg №90	brand_spelling_not_verified
3643	БИОТИН NATROL ТАБ 10000МКГ №60	Биотин NATROL таблетки 10000 мкг №60	Biotin NATROL tabletka 10000 mkg №60	brand_spelling_not_verified
3644	БИОТИН NOW КАПС 10000МКГ №100	Биотин NOW капсулы 10000 мкг №100	Biotin NOW kapsula 10000 mkg №100	brand_spelling_not_verified
3645	БИОТИН NOW КАПС 10000МКГ №120	Биотин NOW капсулы 10000 мкг №120	Biotin NOW kapsula 10000 mkg №120	brand_spelling_not_verified
3646	БИОТИН NOW ТАБ 5000МКГ №120	Биотин NOW таблетки 5000 мкг №120	Biotin NOW tabletka 5000 mkg №120	brand_spelling_not_verified
3647	БИОТИН NOW ТАБ 5000МКГ №60	Биотин NOW таблетки 5000 мкг №60	Biotin NOW tabletka 5000 mkg №60	brand_spelling_not_verified
3648	БИОТИН КАПС 400МГ №60	Биотин капсулы 400 мг №60	Biotin kapsula 400 mg №60	brand_spelling_not_verified
3649	БИОТИН ТАБ 1000МКГ №200	Биотин таблетки 1000 мкг №200	Biotin tabletka 1000 mkg №200	brand_spelling_not_verified
3650	БИОТИНЭЙБ МАСЛО Д/ВОЛОС 50МЛ	Биотинэйб масло для волос 50 мл	Biotineyb moy soch uchun 50 ml	unresolved_abbreviation
3651	БИОТРИБ КАПС №30	Биотриб капсулы №30	Biotrib kapsula №30	brand_spelling_not_verified
3652	БИОФАГ БАКТЕРИОФАГ СТАФИЛОКОККОВЫЙ ЖИДКИЙ 10МЛ №5	Биофаг Бактериофаг Стафилококковый Жидкий 10 мл №5	Biofag Bakteriofag Stafilokokkoviy Jidkiy 10 ml №5	brand_spelling_not_verified
3653	БИОФЕМИН КАПС ВАГИН 400МГ №12	Биофемин капсулы Вагин 400 мг №12	Biofemin kapsula Vagin 400 mg №12	brand_spelling_not_verified
3654	БИОФИГУРИН КАПС №30	Биофигурин капсулы №30	Biofigurin kapsula №30	brand_spelling_not_verified
3655	БИОФИЛЬТРУМ ТАБ 0,5Г №60	Биофильтрум таблетки 0,5 г №60	Biofiltrum tabletka 0,5 g №60	brand_spelling_not_verified
3656	БИОФИТ КАЛЬЦИЙ ТАБ №120	Биофит Кальций таблетки №120	Biofit Kaltsiy tabletka №120	brand_spelling_not_verified
3657	БИОФЛАЗИД КАПЛИ 30МЛ	Биофлазид капли 30 мл	Bioflazid tomchi 30 ml	brand_spelling_not_verified
3658	БИОФЛОКС Р-Р Д/ИНФ 200МГ/МЛ 100МЛ	Биофлокс раствор для инфузий 200 Мг/мл 100 мл	Biofloks eritma infuziya uchun 200 Mg/ml 100 ml	brand_spelling_not_verified
3659	БИОФЛОКС-О ТАБ 200МГ/500МГ №10	Биофлокс-о таблетки 200 мг/500 мг №10	Biofloks-o tabletka 200 mg/500 mg №10	brand_spelling_not_verified
3660	БИОЦЕПТАЛ-MR ТАБ 480МГ №20	Биоцептал-MR таблетки 480 мг №20	Biotseptal-MR tabletka 480 mg №20	brand_spelling_not_verified
3661	БИОЦИНКУМ С ВИТАМИНОМ С ТАБ 500МГ №30	Биоцинкум С Витамином С таблетки 500 мг №30	Biotsinkum S Vitaminom S tabletka 500 mg №30	brand_spelling_not_verified
3662	БИОЦИТ КАПС 420МГ №30	Биоцит капсулы 420 мг №30	Biotsit kapsula 420 mg №30	brand_spelling_not_verified
3663	БИПЛЕКСАЛ АМП 2МЛ №10	Биплексал ампулы 2 мл №10	Bipleksal ampula 2 ml №10	brand_spelling_not_verified
3664	БИПРОЛ ТАБ 10МГ №30	Бипрол таблетки 10 мг №30	Biprol tabletka 10 mg №30	brand_spelling_not_verified
3665	БИПРОЛ ТАБ 5МГ №30	Бипрол таблетки 5 мг №30	Biprol tabletka 5 mg №30	brand_spelling_not_verified
3666	БИПРОЛОЛ ТАБ 5МГ №30	Бипролол таблетки 5 мг №30	Biprolol tabletka 5 mg №30	brand_spelling_not_verified
3667	БИСАКОДИЛ SD СУПП РЕКТ 10МГ №10	Бисакодил SD суппозитории Рект 10 мг №10	Bisakodil SD shamcha Rekt 10 mg №10	brand_spelling_not_verified
3668	БИСАКОДИЛ СУПП РЕКТ 0,01МГ №10	Бисакодил суппозитории Рект 0,01 мг №10	Bisakodil shamcha Rekt 0,01 mg №10	brand_spelling_not_verified
3669	БИСАКОДИЛ СУПП РЕКТ 10МГ №10	Бисакодил суппозитории Рект 10 мг №10	Bisakodil shamcha Rekt 10 mg №10	brand_spelling_not_verified
3670	БИСАКОДИЛ СУПП РЕКТ 10МГ №10	Бисакодил суппозитории Рект 10 мг №10	Bisakodil shamcha Rekt 10 mg №10	brand_spelling_not_verified
3671	БИСАКОДИЛ СУПП РЕКТ 10МГ №10	Бисакодил суппозитории Рект 10 мг №10	Bisakodil shamcha Rekt 10 mg №10	brand_spelling_not_verified
3672	БИСАКОДИЛ ТАБ 5МГ №30	Бисакодил таблетки 5 мг №30	Bisakodil tabletka 5 mg №30	brand_spelling_not_verified
3673	БИСАКОДИЛ ТАБ 5МГ №30	Бисакодил таблетки 5 мг №30	Bisakodil tabletka 5 mg №30	brand_spelling_not_verified
3674	БИСАКОДИЛ ТАБ 5МГ №30	Бисакодил таблетки 5 мг №30	Bisakodil tabletka 5 mg №30	brand_spelling_not_verified
3675	БИСАКОДИЛ-НИЖФАРМ СУПП РЕКТ 10МГ №10	Бисакодил-нижфарм суппозитории Рект 10 мг №10	Bisakodil-nijfarm shamcha Rekt 10 mg №10	brand_spelling_not_verified
3676	БИСГЛИЦИНАТ МАГНИЯ С TRAACS CALIFORNIA GOLD NUTRITION КАПС 200МГ №240	Бисглицинат Магния С TRAACS CALIFORNIA GOLD NUTRITION капсулы 200 мг №240	Bisglitsinat Magniya S TRAACS CALIFORNIA GOLD NUTRITION kapsula 200 mg №240	brand_spelling_not_verified
3677	БИСЕПТОЛ 480 КОНЦ Д/ИНФ 5МЛ №10	Бисептол 480 Конц для инфузий 5 мл №10	Biseptol 480 Konts infuziya uchun 5 ml №10	brand_spelling_not_verified
3678	БИСЕПТОЛ СУСП 240МГ/5МЛ 80МЛ	Бисептол суспензия 240 мг/5 мл 80 мл	Biseptol suspenziya 240 mg/5 ml 80 ml	brand_spelling_not_verified
3679	БИСЕПТОЛ ТАБ 120МГ №20	Бисептол таблетки 120 мг №20	Biseptol tabletka 120 mg №20	brand_spelling_not_verified
3680	БИСЕПТОЛ ТАБ 480МГ №20	Бисептол таблетки 480 мг №20	Biseptol tabletka 480 mg №20	brand_spelling_not_verified
3681	БИСЕПТОЛ ТАБ 960МГ №10	Бисептол таблетки 960 мг №10	Biseptol tabletka 960 mg №10	brand_spelling_not_verified
3682	БИСОКАР ТАБ 2,5МГ №30	Бисокар таблетки 2,5 мг №30	Bisokar tabletka 2,5 mg №30	brand_spelling_not_verified
3683	БИСОКАР ТАБ 5МГ №30	Бисокар таблетки 5 мг №30	Bisokar tabletka 5 mg №30	brand_spelling_not_verified
3684	БИСОЛ Р-Р Д/ИНФ 100МЛ	Бисол раствор для инфузий 100 мл	Bisol eritma infuziya uchun 100 ml	brand_spelling_not_verified
3685	БИСОЛ Р-Р Д/ИНФ 200МЛ	Бисол раствор для инфузий 200 мл	Bisol eritma infuziya uchun 200 ml	brand_spelling_not_verified
3686	БИСОМОР ТАБ 10МГ №30	Бисомор таблетки 10 мг №30	Bisomor tabletka 10 mg №30	brand_spelling_not_verified
3687	БИСОМОР ТАБ 2,5МГ №30	Бисомор таблетки 2,5 мг №30	Bisomor tabletka 2,5 mg №30	brand_spelling_not_verified
3688	БИСОМОР ТАБ 5МГ №30	Бисомор таблетки 5 мг №30	Bisomor tabletka 5 mg №30	brand_spelling_not_verified
3689	БИСОПРОЛ ТАБ 10МГ №20	Бисопрол таблетки 10 мг №20	Bisoprol tabletka 10 mg №20	brand_spelling_not_verified
3690	БИСОПРОЛ ТАБ 10МГ №30	Бисопрол таблетки 10 мг №30	Bisoprol tabletka 10 mg №30	brand_spelling_not_verified
3691	БИСОПРОЛ ТАБ 10МГ №30	Бисопрол таблетки 10 мг №30	Bisoprol tabletka 10 mg №30	brand_spelling_not_verified
3692	БИСОПРОЛ ТАБ 2,5МГ №20	Бисопрол таблетки 2,5 мг №20	Bisoprol tabletka 2,5 mg №20	brand_spelling_not_verified
3693	БИСОПРОЛ ТАБ 2,5МГ №30	Бисопрол таблетки 2,5 мг №30	Bisoprol tabletka 2,5 mg №30	brand_spelling_not_verified
3694	БИСОПРОЛ ТАБ 5МГ №20	Бисопрол таблетки 5 мг №20	Bisoprol tabletka 5 mg №20	brand_spelling_not_verified
3695	БИСОПРОЛ ТАБ 5МГ №30	Бисопрол таблетки 5 мг №30	Bisoprol tabletka 5 mg №30	brand_spelling_not_verified
3696	БИСОПРОЛОЛ ВИВА ФАРМ ТАБ 10МГ №30	Бисопролол Вива Фарм таблетки 10 мг №30	Bisoprolol Viva Farm tabletka 10 mg №30	brand_spelling_not_verified
3697	БИСОПРОЛОЛ ЛЕК ТАБ 10МГ №30	Бисопролол ЛЕК таблетки 10 мг №30	Bisoprolol Lek tabletka 10 mg №30	brand_spelling_not_verified
3698	БИСОПРОЛОЛ ЛЕК ТАБ 5МГ №30	Бисопролол ЛЕК таблетки 5 мг №30	Bisoprolol Lek tabletka 5 mg №30	brand_spelling_not_verified
3699	БИСОПРОЛОЛ ТАБ 10МГ №30	Бисопролол таблетки 10 мг №30	Bisoprolol tabletka 10 mg №30	brand_spelling_not_verified
3700	БИСОПРОЛОЛ ТАБ 10МГ №30	Бисопролол таблетки 10 мг №30	Bisoprolol tabletka 10 mg №30	brand_spelling_not_verified
3701	БИСОПРОЛОЛ ТАБ 10МГ №30	Бисопролол таблетки 10 мг №30	Bisoprolol tabletka 10 mg №30	brand_spelling_not_verified
3702	БИСОПРОЛОЛ ТАБ 2,5МГ №30	Бисопролол таблетки 2,5 мг №30	Bisoprolol tabletka 2,5 mg №30	brand_spelling_not_verified
3703	БИСОПРОЛОЛ ТАБ 2,5МГ №30	Бисопролол таблетки 2,5 мг №30	Bisoprolol tabletka 2,5 mg №30	brand_spelling_not_verified
3704	БИСОПРОЛОЛ ТАБ 2,5МГ №30	Бисопролол таблетки 2,5 мг №30	Bisoprolol tabletka 2,5 mg №30	brand_spelling_not_verified
3705	БИСОПРОЛОЛ ТАБ 5МГ №30	Бисопролол таблетки 5 мг №30	Bisoprolol tabletka 5 mg №30	brand_spelling_not_verified
3706	БИСОПРОЛОЛ ТАБ 5МГ №30	Бисопролол таблетки 5 мг №30	Bisoprolol tabletka 5 mg №30	brand_spelling_not_verified
3707	БИСОПРОЛОЛ ТАБ 5МГ №30	Бисопролол таблетки 5 мг №30	Bisoprolol tabletka 5 mg №30	brand_spelling_not_verified
3708	БИСОПРОЛОЛ ТАБ 5МГ №30	Бисопролол таблетки 5 мг №30	Bisoprolol tabletka 5 mg №30	brand_spelling_not_verified
3709	БИСОПРОЛОЛ ТАБ 5МГ №30	Бисопролол таблетки 5 мг №30	Bisoprolol tabletka 5 mg №30	brand_spelling_not_verified
3710	БИСОПРОЛОЛ ТАБ 5МГ №30	Бисопролол таблетки 5 мг №30	Bisoprolol tabletka 5 mg №30	brand_spelling_not_verified
3711	БИСОПРОЛОЛ-САНТО ТАБ 10МГ №30	Бисопролол-санто таблетки 10 мг №30	Bisoprolol-santo tabletka 10 mg №30	brand_spelling_not_verified
3712	БИСОПРОЛОЛ-САНТО ТАБ 2,5МГ №30	Бисопролол-санто таблетки 2,5 мг №30	Bisoprolol-santo tabletka 2,5 mg №30	brand_spelling_not_verified
3713	БИСОПРОЛОЛ-САНТО ТАБ 5МГ №30	Бисопролол-санто таблетки 5 мг №30	Bisoprolol-santo tabletka 5 mg №30	brand_spelling_not_verified
3714	БИСОРОЛ ТАБ 5МГ №30	Бисорол таблетки 5 мг №30	Bisorol tabletka 5 mg №30	brand_spelling_not_verified
3715	БИСОТЕКСА ТАБ 10МГ №30	Бисотекса таблетки 10 мг №30	Bisoteksa tabletka 10 mg №30	brand_spelling_not_verified
3716	БИСОТЕКСА ТАБ 5МГ №30	Бисотекса таблетки 5 мг №30	Bisoteksa tabletka 5 mg №30	brand_spelling_not_verified
3717	БИССЕПТОЛ-MR ТАБ 480МГ №20	Биссептол-MR таблетки 480 мг №20	Bisseptol-MR tabletka 480 mg №20	brand_spelling_not_verified
3718	БИТАРТРАТ DMAE LIFE EXTENSION КАПС 150МГ №200	Битартрат DMAE LIFE EXTENSION капсулы 150 мг №200	Bitartrat DMAE LIFE EXTENSION kapsula 150 mg №200	brand_spelling_not_verified
3719	БИФИДОНОРМ-Н 5ДОЗ ФЛ №10	Бифидонорм-н 5ДОЗ флакон №10	Bifidonorm-n 5Doz flakon №10	brand_spelling_not_verified
3720	БИФИДОНОРМ-Н САШЕ 1Г №10	Бифидонорм-н Саше 1 г №10	Bifidonorm-n Sashe 1 g №10	brand_spelling_not_verified
3721	БИФИДУМБАКТЕРИН 5ДОЗ ФЛ №10	Бифидумбактерин 5ДОЗ флакон №10	Bifidumbakterin 5Doz flakon №10	brand_spelling_not_verified
3722	БИФИДУМБАКТЕРИН 5ДОЗ ФЛ №10	Бифидумбактерин 5ДОЗ флакон №10	Bifidumbakterin 5Doz flakon №10	brand_spelling_not_verified
3723	БИФИДУМБАКТЕРИН FE2, B2, B9	Бифидумбактерин FE2, B2, B9	Bifidumbakterin FE2, B2, B9	brand_spelling_not_verified
3724	БИФИДУМБАКТЕРИН FOUR САШЕ №10	Бифидумбактерин FOUR Саше №10	Bifidumbakterin FOUR Sashe №10	brand_spelling_not_verified
3725	БИФИДУМБАКТЕРИН ЛИОФ 5ДОЗ АМП №10	Бифидумбактерин Лиоф 5ДОЗ ампулы №10	Bifidumbakterin Liof 5Doz ampula №10	brand_spelling_not_verified
3726	БИФИДУМБАКТЕРИН МАХ ТАБ 0,6Г №10	Бифидумбактерин МАХ таблетки 0,6 г №10	Bifidumbakterin Max tabletka 0,6 g №10	brand_spelling_not_verified
3727	БИФИДУМБАКТЕРИН МЕГА 5 ДОЗ 5МЛРД №10	Бифидумбактерин Мега 5 ДОЗ 5Млрд №10	Bifidumbakterin Mega 5 Doz 5Mlrd №10	brand_spelling_not_verified
